rank,word,count,freq_per_million
5211,wwe,40,19.995371
5212,deduction,40,19.995371
5213,alfa,40,19.995371
5214,bampton,40,19.995371
5215,cerberus,40,19.995371
5216,luetgert,40,19.995371
5217,nainggolan,40,19.995371
5218,batman,39,19.495487
5219,kenneth,39,19.495487
5220,interaction,39,19.495487
5221,component,39,19.495487
5222,attract,39,19.495487
5223,summit,39,19.495487
5224,morocco,39,19.495487
5225,receiver,39,19.495487
5226,manhattan,39,19.495487
5227,zurich,39,19.495487
5228,peer,39,19.495487
5229,segments,39,19.495487
5230,mars,39,19.495487
5231,priority,39,19.495487
5232,tech,39,19.495487
5233,knowing,39,19.495487
5234,custody,39,19.495487
5235,amounts,39,19.495487
5236,nicknamed,39,19.495487
5237,artwork,39,19.495487
5238,instructor,39,19.495487
5239,exhibits,39,19.495487
5240,idol,39,19.495487
5241,authored,39,19.495487
5242,approached,39,19.495487
5243,inquiry,39,19.495487
5244,au,39,19.495487
5245,wider,39,19.495487
5246,nazi,39,19.495487
5247,suggest,39,19.495487
5248,sequences,39,19.495487
5249,commanding,39,19.495487
5250,supper,39,19.495487
5251,sculptor,39,19.495487
5252,theoretical,39,19.495487
5253,cult,39,19.495487
5254,criticised,39,19.495487
5255,divorce,39,19.495487
5256,strongest,39,19.495487
5257,mirror,39,19.495487
5258,family's,39,19.495487
5259,supervision,39,19.495487
5260,guidance,39,19.495487
5261,lessons,39,19.495487
5262,pursued,39,19.495487
5263,citing,39,19.495487
5264,gathering,39,19.495487
5265,fundamental,39,19.495487
5266,proteins,39,19.495487
5267,blocks,39,19.495487
5268,rotten,39,19.495487
5269,whitney,39,19.495487
5270,scorer,39,19.495487
5271,qualifier,39,19.495487
5272,malaysian,39,19.495487
5273,diplomat,39,19.495487
5274,severely,39,19.495487
5275,revision,39,19.495487
5276,iraq,39,19.495487
5277,rough,39,19.495487
5278,throw,39,19.495487
5279,queer,39,19.495487
5280,eating,39,19.495487
5281,threats,39,19.495487
5282,pain,39,19.495487
5283,neck,39,19.495487
5284,buchanan,39,19.495487
5285,situations,39,19.495487
5286,serial,39,19.495487
5287,pack,39,19.495487
5288,town's,39,19.495487
5289,seeks,39,19.495487
5290,dagger,39,19.495487
5291,authorized,39,19.495487
5292,correct,39,19.495487
5293,aims,39,19.495487
5294,buses,39,19.495487
5295,interpreted,39,19.495487
5296,donnelly,39,19.495487
5297,nineteenth,39,19.495487
5298,hosting,39,19.495487
5299,functional,39,19.495487
5300,hypoxic,39,19.495487
5301,mutual,39,19.495487
5302,newbury,39,19.495487
5303,erik,39,19.495487
5304,victories,39,19.495487
5305,tag,39,19.495487
5306,armstrong,39,19.495487
5307,doom,39,19.495487
5308,ask,39,19.495487
5309,dying,39,19.495487
5310,spirits,39,19.495487
5311,unity,39,19.495487
5312,laurel,39,19.495487
5313,bros,39,19.495487
5314,fracture,39,19.495487
5315,medicaid,39,19.495487
5316,partnerships,39,19.495487
5317,riva,39,19.495487
5318,packers,39,19.495487
5319,plymouth,39,19.495487
5320,precipitation,39,19.495487
5321,amin,39,19.495487
5322,mclaren,39,19.495487
5323,gb,39,19.495487
5324,tunnel,39,19.495487
5325,cu,39,19.495487
5326,goddard,39,19.495487
5327,wong,39,19.495487
5328,sala,39,19.495487
5329,robles,39,19.495487
5330,principality,39,19.495487
5331,huf,39,19.495487
5332,imf,39,19.495487
5333,sumo,39,19.495487
5334,gon,39,19.495487
5335,stadler,39,19.495487
5336,dagesh,39,19.495487
5337,rhode,38,18.995603
5338,oscar,38,18.995603
5339,screenwriter,38,18.995603
5340,combining,38,18.995603
5341,sending,38,18.995603
5342,etymology,38,18.995603
5343,midfielder,38,18.995603
5344,connect,38,18.995603
5345,hudson,38,18.995603
5346,chang,38,18.995603
5347,ivan,38,18.995603
5348,joins,38,18.995603
5349,mixture,38,18.995603
5350,bed,38,18.995603
5351,offensive,38,18.995603
5352,cardiff,38,18.995603
5353,administered,38,18.995603
5354,earn,38,18.995603
5355,aka,38,18.995603
5356,thirteen,38,18.995603
5357,shallow,38,18.995603
5358,madison,38,18.995603
5359,yankee,38,18.995603
5360,franz,38,18.995603
5361,proof,38,18.995603
5362,argentine,38,18.995603
5363,consensus,38,18.995603
5364,po,38,18.995603
5365,hide,38,18.995603
5366,aaron,38,18.995603
5367,warm,38,18.995603
5368,upset,38,18.995603
5369,opens,38,18.995603
5370,telephone,38,18.995603
5371,lie,38,18.995603
5372,hear,38,18.995603
5373,isa,38,18.995603
5374,unexpected,38,18.995603
5375,sperm,38,18.995603
5376,paramount,38,18.995603
5377,altar,38,18.995603
5378,mandatory,38,18.995603
5379,lights,38,18.995603
5380,fitted,38,18.995603
5381,swansea,38,18.995603
5382,shopping,38,18.995603
5383,evolved,38,18.995603
5384,china's,38,18.995603
5385,molecular,38,18.995603
5386,strings,38,18.995603
5387,seal,38,18.995603
5388,cylinder,38,18.995603
5389,cohen,38,18.995603
5390,predecessor,38,18.995603
5391,interface,38,18.995603
5392,graduation,38,18.995603
5393,counts,38,18.995603
5394,mediterranean,38,18.995603
5395,essay,38,18.995603
5396,transitional,38,18.995603
5397,fluid,38,18.995603
5398,sustained,38,18.995603
5399,endemic,38,18.995603
5400,smallest,38,18.995603
5401,ted,38,18.995603
5402,elsewhere,38,18.995603
5403,gear,38,18.995603
5404,rescued,38,18.995603
5405,flights,38,18.995603
5406,barrier,38,18.995603
5407,requests,38,18.995603
5408,citation,38,18.995603
5409,afghanistan,38,18.995603
5410,divine,38,18.995603
5411,engage,38,18.995603
5412,descendants,38,18.995603
5413,ideology,38,18.995603
5414,party's,38,18.995603
5415,deeply,38,18.995603
5416,recurring,38,18.995603
5417,exterior,38,18.995603
5418,conventional,38,18.995603
5419,floating,38,18.995603
5420,nathan,38,18.995603
5421,andrea,38,18.995603
5422,sul,38,18.995603
5423,fraud,38,18.995603
5424,worship,38,18.995603
5425,permitted,38,18.995603
5426,irving,38,18.995603
5427,besides,38,18.995603
5428,wire,38,18.995603
5429,disk,38,18.995603
5430,tarot,38,18.995603
5431,vicinity,38,18.995603
5432,couples,38,18.995603
5433,draws,38,18.995603
5434,bomb,38,18.995603
5435,generating,38,18.995603
5436,purchasing,38,18.995603
5437,rushworth,38,18.995603
5438,audiences,38,18.995603
5439,brook,38,18.995603
5440,conservatory,38,18.995603
5441,sony,38,18.995603
5442,hammer,38,18.995603
5443,wei,38,18.995603
5444,spider,38,18.995603
5445,mvp,38,18.995603
5446,trey,38,18.995603
5447,drain,38,18.995603
5448,peloton,38,18.995603
5449,fin,38,18.995603
5450,lampeter,38,18.995603
5451,volker,38,18.995603
5452,cavalli,38,18.995603
5453,tc,38,18.995603
5454,alekhine,38,18.995603
5455,kitamura,38,18.995603
5456,lantern,38,18.995603
5457,intention,37,18.495718
5458,territories,37,18.495718
5459,genetic,37,18.495718
5460,associations,37,18.495718
5461,pulled,37,18.495718
5462,sensitive,37,18.495718
5463,looks,37,18.495718
5464,catherine,37,18.495718
5465,sailed,37,18.495718
5466,hermann,37,18.495718
5467,bio,37,18.495718
5468,timber,37,18.495718
5469,presenter,37,18.495718
5470,collect,37,18.495718
5471,smoke,37,18.495718
5472,jackie,37,18.495718
5473,recognize,37,18.495718
5474,autonomous,37,18.495718
5475,enrolled,37,18.495718
5476,extensively,37,18.495718
5477,hull,37,18.495718
5478,ruling,37,18.495718
5479,loyal,37,18.495718
5480,spin,37,18.495718
5481,readers,37,18.495718
5482,school's,37,18.495718
5483,rivera,37,18.495718
5484,nelson,37,18.495718
5485,evaluation,37,18.495718
5486,handling,37,18.495718
5487,fifteen,37,18.495718
5488,numbered,37,18.495718
5489,marcus,37,18.495718
5490,tasked,37,18.495718
5491,casting,37,18.495718
5492,pushed,37,18.495718
5493,absolute,37,18.495718
5494,push,37,18.495718
5495,hitting,37,18.495718
5496,proceeds,37,18.495718
5497,travels,37,18.495718
5498,ions,37,18.495718
5499,abolished,37,18.495718
5500,worst,37,18.495718
5501,doubt,37,18.495718
5502,cf,37,18.495718
5503,lease,37,18.495718
5504,floyd,37,18.495718
5505,arch,37,18.495718
5506,della,37,18.495718
5507,stroke,37,18.495718
5508,modes,37,18.495718
5509,enable,37,18.495718
5510,angle,37,18.495718
5511,interviewed,37,18.495718
5512,editing,37,18.495718
5513,thrown,37,18.495718
5514,accidents,37,18.495718
5515,terrestrial,37,18.495718
5516,lectures,37,18.495718
5517,adds,37,18.495718
5518,ceremonies,37,18.495718
5519,oriental,37,18.495718
5520,lecturer,37,18.495718
5521,organised,37,18.495718
5522,fallen,37,18.495718
5523,canterbury,37,18.495718
5524,forcing,37,18.495718
5525,opposing,37,18.495718
5526,incidents,37,18.495718
5527,survival,37,18.495718
5528,sang,37,18.495718
5529,farmers,37,18.495718
5530,settlers,37,18.495718
5531,ghost,37,18.495718
5532,concentrated,37,18.495718
5533,baltic,37,18.495718
5534,nitrogen,37,18.495718
5535,beds,37,18.495718
5536,intense,37,18.495718
5537,ups,37,18.495718
5538,chile,37,18.495718
5539,honest,37,18.495718
5540,seemed,37,18.495718
5541,inventor,37,18.495718
5542,comprises,37,18.495718
5543,tamir,37,18.495718
5544,betting,37,18.495718
5545,zhu,37,18.495718
5546,rebel,37,18.495718
5547,competitor,37,18.495718
5548,nucleus,37,18.495718
5549,aspect,37,18.495718
5550,ln,37,18.495718
5551,phillips,37,18.495718
5552,manuscript,37,18.495718
5553,columns,37,18.495718
5554,pleasure,37,18.495718
5555,pale,37,18.495718
5556,carlson,37,18.495718
5557,geek,37,18.495718
5558,para,37,18.495718
5559,bankruptcy,37,18.495718
5560,shots,37,18.495718
5561,dashboard,37,18.495718
5562,iaaf,37,18.495718
5563,pediatric,37,18.495718
5564,cos,37,18.495718
5565,bluebird,37,18.495718
5566,highways,37,18.495718
5567,alien,37,18.495718
5568,ssk,37,18.495718
5569,huangfu,37,18.495718
5570,waza,37,18.495718
5571,directing,36,17.995834
5572,advocate,36,17.995834
5573,destroy,36,17.995834
5574,detected,36,17.995834
5575,nobel,36,17.995834
5576,earth's,36,17.995834
5577,generate,36,17.995834
5578,tubes,36,17.995834
5579,protagonist,36,17.995834
5580,wishes,36,17.995834
5581,museums,36,17.995834
5582,organizing,36,17.995834
5583,sixty,36,17.995834
5584,outdoor,36,17.995834
5585,sort,36,17.995834
5586,mysterious,36,17.995834
5587,struggled,36,17.995834
5588,binding,36,17.995834
5589,accessed,36,17.995834
5590,explain,36,17.995834
5591,sergeant,36,17.995834
5592,streams,36,17.995834
5593,inhabited,36,17.995834
5594,influences,36,17.995834
5595,targeted,36,17.995834
5596,recipients,36,17.995834
5597,exercise,36,17.995834
5598,renovated,36,17.995834
5599,watching,36,17.995834
5600,agree,36,17.995834
5601,hiding,36,17.995834
5602,solve,36,17.995834
5603,eve,36,17.995834
5604,protest,36,17.995834
5605,jeffrey,36,17.995834
5606,sue,36,17.995834
5607,cleared,36,17.995834
5608,grandmother,36,17.995834
5609,cc,36,17.995834
5610,kw,36,17.995834
5611,enabled,36,17.995834
5612,focal,36,17.995834
5613,easier,36,17.995834
5614,acknowledged,36,17.995834
5615,colored,36,17.995834
5616,barn,36,17.995834
5617,till,36,17.995834
5618,abu,36,17.995834
5619,washburn,36,17.995834
5620,sur,36,17.995834
5621,vampire,36,17.995834
5622,amended,36,17.995834
5623,consumption,36,17.995834
5624,acute,36,17.995834
5625,excess,36,17.995834
5626,update,36,17.995834
5627,sentenced,36,17.995834
5628,lightweight,36,17.995834
5629,tel,36,17.995834
5630,rama,36,17.995834
5631,feeding,36,17.995834
5632,essentially,36,17.995834
5633,momentum,36,17.995834
5634,restore,36,17.995834
5635,wore,36,17.995834
5636,distant,36,17.995834
5637,pc,36,17.995834
5638,check,36,17.995834
5639,ties,36,17.995834
5640,beliefs,36,17.995834
5641,truly,36,17.995834
5642,mathematician,36,17.995834
5643,amendment,36,17.995834
5644,referendum,36,17.995834
5645,thereby,36,17.995834
5646,loop,36,17.995834
5647,nancy,36,17.995834
5648,larvae,36,17.995834
5649,fabric,36,17.995834
5650,sharp,36,17.995834
5651,sierra,36,17.995834
5652,pie,36,17.995834
5653,topped,36,17.995834
5654,syria,36,17.995834
5655,suburb,36,17.995834
5656,giovanni,36,17.995834
5657,trumpet,36,17.995834
5658,passport,36,17.995834
5659,inducted,36,17.995834
5660,impression,36,17.995834
5661,homeland,36,17.995834
5662,theological,36,17.995834
5663,napoleon,36,17.995834
5664,galveston,36,17.995834
5665,recalled,36,17.995834
5666,tallest,36,17.995834
5667,hiv,36,17.995834
5668,miguel,36,17.995834
5669,singers,36,17.995834
5670,lang,36,17.995834
5671,derek,36,17.995834
5672,catalan,36,17.995834
5673,uganda,36,17.995834
5674,elaine,36,17.995834
5675,tang,36,17.995834
5676,denied,36,17.995834
5677,epilepsy,36,17.995834
5678,clause,36,17.995834
5679,rapper,36,17.995834
5680,rother,36,17.995834
5681,outflow,36,17.995834
5682,balkan,36,17.995834
5683,istanbul,36,17.995834
5684,makeup,36,17.995834
5685,xin'an,36,17.995834
5686,iris,36,17.995834
5687,residing,36,17.995834
5688,capita,36,17.995834
5689,lisbon,36,17.995834
5690,empiricism,36,17.995834
5691,curling,36,17.995834
5692,gen,36,17.995834
5693,manipur,36,17.995834
5694,brandenburg,36,17.995834
5695,aiims,36,17.995834
5696,zeon,36,17.995834
5697,tosk,36,17.995834
5698,screenplay,35,17.49595
5699,legendary,35,17.49595
5700,convicted,35,17.49595
5701,itv,35,17.49595
5702,isolated,35,17.49595
5703,serie,35,17.49595
5704,succeed,35,17.49595
5705,honored,35,17.49595
5706,destroying,35,17.49595
5707,burned,35,17.49595
5708,advances,35,17.49595
5709,paradise,35,17.49595
5710,justin,35,17.49595
5711,agrees,35,17.49595
5712,leeds,35,17.49595
5713,romanized,35,17.49595
5714,lesser,35,17.49595
5715,lawyers,35,17.49595
5716,diagnosed,35,17.49595
5717,demo,35,17.49595
5718,bachelor's,35,17.49595
5719,polar,35,17.49595
5720,lebanon,35,17.49595
5721,synthesis,35,17.49595
5722,bradley,35,17.49595
5723,wrestler,35,17.49595
5724,den,35,17.49595
5725,doctoral,35,17.49595
5726,alpha,35,17.49595
5727,northeastern,35,17.49595
5728,securing,35,17.49595
5729,scope,35,17.49595
5730,show's,35,17.49595
5731,dies,35,17.49595
5732,kiss,35,17.49595
5733,breaks,35,17.49595
5734,specialist,35,17.49595
5735,activated,35,17.49595
5736,bench,35,17.49595
5737,handled,35,17.49595
5738,jurisdiction,35,17.49595
5739,customs,35,17.49595
5740,seminary,35,17.49595
5741,enlisted,35,17.49595
5742,petition,35,17.49595
5743,torque,35,17.49595
5744,imported,35,17.49595
5745,discontinued,35,17.49595
5746,footnotes,35,17.49595
5747,fairly,35,17.49595
5748,playwright,35,17.49595
5749,bayonet,35,17.49595
5750,maker,35,17.49595
5751,sized,35,17.49595
5752,angels,35,17.49595
5753,sample,35,17.49595
5754,forever,35,17.49595
5755,cliff,35,17.49595
5756,reflected,35,17.49595
5757,arrive,35,17.49595
5758,accessible,35,17.49595
5759,substances,35,17.49595
5760,sheet,35,17.49595
5761,paralympic,35,17.49595
5762,jeremy,35,17.49595
5763,difficulty,35,17.49595
5764,societies,35,17.49595
5765,rainbow,35,17.49595
5766,cpu,35,17.49595
5767,packet,35,17.49595
5768,clinton,35,17.49595
5769,blade,35,17.49595
5770,pipe,35,17.49595
5771,tuscany,35,17.49595
5772,ritual,35,17.49595
5773,assets,35,17.49595
5774,solar,35,17.49595
5775,verbal,35,17.49595
5776,merely,35,17.49595
5777,presbyterian,35,17.49595
5778,discipline,35,17.49595
5779,expanding,35,17.49595
5780,barracks,35,17.49595
5781,sandy,35,17.49595
5782,landmark,35,17.49595
5783,contribute,35,17.49595
5784,efficiency,35,17.49595
5785,delivery,35,17.49595
5786,implement,35,17.49595
5787,corn,35,17.49595
5788,considering,35,17.49595
5789,physically,35,17.49595
5790,charitable,35,17.49595
5791,pi,35,17.49595
5792,quartet,35,17.49595
5793,downstream,35,17.49595
5794,quarterback,35,17.49595
5795,malayalam,35,17.49595
5796,graph,35,17.49595
5797,cadet,35,17.49595
5798,considers,35,17.49595
5799,lima,35,17.49595
5800,seminar,35,17.49595
5801,lover,35,17.49595
5802,commissioners,35,17.49595
5803,rican,35,17.49595
5804,dissertation,35,17.49595
5805,priory,35,17.49595
5806,transfers,35,17.49595
5807,separately,35,17.49595
5808,volunteers,35,17.49595
5809,firearm,35,17.49595
5810,robertson,35,17.49595
5811,researcher,35,17.49595
5812,width,35,17.49595
5813,seeded,35,17.49595
5814,maintaining,35,17.49595
5815,millimetres,35,17.49595
5816,nominee,35,17.49595
5817,jose,35,17.49595
5818,hp,35,17.49595
5819,bats,35,17.49595
5820,afl,35,17.49595
5821,pike,35,17.49595
5822,calculus,35,17.49595
5823,euro,35,17.49595
5824,complications,35,17.49595
5825,empress,35,17.49595
5826,matthews,35,17.49595
5827,richards,35,17.49595
5828,operative,35,17.49595
5829,shiki,35,17.49595
5830,bai,35,17.49595
5831,crater,35,17.49595
5832,alpine,35,17.49595
5833,teele,35,17.49595
5834,hager,35,17.49595
5835,kbla,35,17.49595
5836,rma,35,17.49595
5837,gheg,35,17.49595
5838,masint,35,17.49595
5839,kora,35,17.49595
5840,governors,34,16.996065
5841,mumbai,34,16.996065
5842,interactions,34,16.996065
5843,transported,34,16.996065
5844,romeo,34,16.996065
5845,memories,34,16.996065
5846,logic,34,16.996065
5847,journals,34,16.996065
5848,crystal,34,16.996065
5849,synthetic,34,16.996065
5850,she's,34,16.996065
5851,founders,34,16.996065
5852,repeatedly,34,16.996065
5853,loved,34,16.996065
5854,contents,34,16.996065
5855,runners,34,16.996065
5856,preliminary,34,16.996065
5857,russo,34,16.996065
5858,discuss,34,16.996065
5859,pursuit,34,16.996065
5860,orlando,34,16.996065
5861,attacking,34,16.996065
5862,consequence,34,16.996065
5863,historians,34,16.996065
5864,portraits,34,16.996065
5865,interviews,34,16.996065
5866,liberation,34,16.996065
5867,tamil,34,16.996065
5868,servant,34,16.996065
5869,availability,34,16.996065
5870,emerging,34,16.996065
5871,brett,34,16.996065
5872,accidentally,34,16.996065
5873,lying,34,16.996065
5874,harvey,34,16.996065
5875,properly,34,16.996065
5876,convinced,34,16.996065
5877,resistant,34,16.996065
5878,crazy,34,16.996065
5879,reviewing,34,16.996065
5880,observer,34,16.996065
5881,promoting,34,16.996065
5882,anton,34,16.996065
5883,goddess,34,16.996065
5884,licence,34,16.996065
5885,relatives,34,16.996065
5886,dining,34,16.996065
5887,ahmad,34,16.996065
5888,shops,34,16.996065
5889,lecture,34,16.996065
5890,bulletin,34,16.996065
5891,riot,34,16.996065
5892,novelist,34,16.996065
5893,winston,34,16.996065
5894,practiced,34,16.996065
5895,jennifer,34,16.996065
5896,package,34,16.996065
5897,nationals,34,16.996065
5898,danny,34,16.996065
5899,sitting,34,16.996065
5900,deputies,34,16.996065
5901,anglican,34,16.996065
5902,sean,34,16.996065
5903,moreover,34,16.996065
5904,operators,34,16.996065
5905,underlying,34,16.996065
5906,compensation,34,16.996065
5907,holotype,34,16.996065
5908,aquatic,34,16.996065
5909,stuart,34,16.996065
5910,commands,34,16.996065
5911,binyamin,34,16.996065
5912,porter,34,16.996065
5913,moments,34,16.996065
5914,regard,34,16.996065
5915,beard,34,16.996065
5916,signature,34,16.996065
5917,mandate,34,16.996065
5918,protestant,34,16.996065
5919,th,34,16.996065
5920,speaks,34,16.996065
5921,blind,34,16.996065
5922,mills,34,16.996065
5923,dodge,34,16.996065
5924,rocky,34,16.996065
5925,shipping,34,16.996065
5926,demonstrate,34,16.996065
5927,attraction,34,16.996065
5928,enemies,34,16.996065
5929,blog,34,16.996065
5930,namely,34,16.996065
5931,curriculum,34,16.996065
5932,rivalry,34,16.996065
5933,boris,34,16.996065
5934,journalism,34,16.996065
5935,das,34,16.996065
5936,wasn't,34,16.996065
5937,referring,34,16.996065
5938,davies,34,16.996065
5939,duet,34,16.996065
5940,mosque,34,16.996065
5941,tough,34,16.996065
5942,occasional,34,16.996065
5943,nuremberg,34,16.996065
5944,lancashire,34,16.996065
5945,janet,34,16.996065
5946,lorenzo,34,16.996065
5947,quantum,34,16.996065
5948,armies,34,16.996065
5949,shifted,34,16.996065
5950,peoples,34,16.996065
5951,munster,34,16.996065
5952,depot,34,16.996065
5953,america's,34,16.996065
5954,regulatory,34,16.996065
5955,carriage,34,16.996065
5956,gravity,34,16.996065
5957,alfonso,34,16.996065
5958,hispanic,34,16.996065
5959,brabson,34,16.996065
5960,confidence,34,16.996065
5961,enterprises,34,16.996065
5962,merge,34,16.996065
5963,kerala,34,16.996065
5964,sabha,34,16.996065
5965,werner,34,16.996065
5966,rbi,34,16.996065
5967,league's,34,16.996065
5968,contestants,34,16.996065
5969,hassler,34,16.996065
5970,junito,34,16.996065
5971,pinder,34,16.996065
5972,ncube,34,16.996065
5973,binnawee,34,16.996065
5974,explores,33,16.496181
5975,explore,33,16.496181
5976,emmy,33,16.496181
5977,papal,33,16.496181
5978,complicated,33,16.496181
5979,noise,33,16.496181
5980,fewer,33,16.496181
5981,outcome,33,16.496181
5982,capability,33,16.496181
5983,linda,33,16.496181
5984,cool,33,16.496181
5985,fourteen,33,16.496181
5986,endowment,33,16.496181
5987,impressive,33,16.496181
5988,naples,33,16.496181
5989,weapon,33,16.496181
5990,potentially,33,16.496181
5991,fires,33,16.496181
5992,funny,33,16.496181
5993,absent,33,16.496181
5994,discussions,33,16.496181
5995,intent,33,16.496181
5996,challenged,33,16.496181
5997,dubbed,33,16.496181
5998,stern,33,16.496181
5999,danger,33,16.496181
6000,teddy,33,16.496181
6001,mentions,33,16.496181
6002,episcopal,33,16.496181
6003,se,33,16.496181
6004,travelling,33,16.496181
6005,jungle,33,16.496181
6006,rudolf,33,16.496181
6007,batted,33,16.496181
6008,wilhelm,33,16.496181
6009,holland,33,16.496181
6010,comedian,33,16.496181
6011,knows,33,16.496181
6012,elliott,33,16.496181
6013,loves,33,16.496181
6014,hopes,33,16.496181
6015,innocent,33,16.496181
6016,breathe,33,16.496181
6017,ruth,33,16.496181
6018,diploma,33,16.496181
6019,tanaka,33,16.496181
6020,bin,33,16.496181
6021,declaration,33,16.496181
6022,switched,33,16.496181
6023,attractions,33,16.496181
6024,iranian,33,16.496181
6025,rev,33,16.496181
6026,vital,33,16.496181
6027,yokohama,33,16.496181
6028,dogs,33,16.496181
6029,decree,33,16.496181
6030,warriors,33,16.496181
6031,eat,33,16.496181
6032,cairo,33,16.496181
6033,libraries,33,16.496181
6034,neighbouring,33,16.496181
6035,bones,33,16.496181
6036,apex,33,16.496181
6037,soccerway,33,16.496181
6038,posthumously,33,16.496181
6039,marco,33,16.496181
6040,preventing,33,16.496181
6041,admission,33,16.496181
6042,bold,33,16.496181
6043,fail,33,16.496181
6044,god's,33,16.496181
6045,murdoch,33,16.496181
6046,counted,33,16.496181
6047,dragoons,33,16.496181
6048,fe,33,16.496181
6049,estimate,33,16.496181
6050,ports,33,16.496181
6051,tram,33,16.496181
6052,cafe,33,16.496181
6053,reader,33,16.496181
6054,leased,33,16.496181
6055,grants,33,16.496181
6056,stained,33,16.496181
6057,initiatives,33,16.496181
6058,roses,33,16.496181
6059,theta,33,16.496181
6060,allegations,33,16.496181
6061,cowboys,33,16.496181
6062,greensboro,33,16.496181
6063,gauge,33,16.496181
6064,manila,33,16.496181
6065,baptiste,33,16.496181
6066,computational,33,16.496181
6067,cattle,33,16.496181
6068,legends,33,16.496181
6069,viii,33,16.496181
6070,headquartered,33,16.496181
6071,lester,33,16.496181
6072,bearing,33,16.496181
6073,dealers,33,16.496181
6074,lo,33,16.496181
6075,dynamics,33,16.496181
6076,refugees,33,16.496181
6077,domains,33,16.496181
6078,mao,33,16.496181
6079,contestant,33,16.496181
6080,pizza,33,16.496181
6081,inability,33,16.496181
6082,subway,33,16.496181
6083,kerry,33,16.496181
6084,creates,33,16.496181
6085,pupils,33,16.496181
6086,conjunction,33,16.496181
6087,telecommunications,33,16.496181
6088,rap,33,16.496181
6089,subspecies,33,16.496181
6090,monica,33,16.496181
6091,cardinals,33,16.496181
6092,lb,33,16.496181
6093,wyatt,33,16.496181
6094,tide,33,16.496181
6095,dana,33,16.496181
6096,commentator,33,16.496181
6097,atom,33,16.496181
6098,ping,33,16.496181
6099,redstone,33,16.496181
6100,braxton,33,16.496181
6101,verve,33,16.496181
6102,omaha,33,16.496181
6103,peckinpah,33,16.496181
6104,logistics,33,16.496181
6105,mahlathini,33,16.496181
6106,outlast,33,16.496181
6107,autodromo,33,16.496181
6108,sreedharan,33,16.496181
6109,wta,33,16.496181
6110,neg,33,16.496181
6111,stalinist,33,16.496181
6112,fowl,33,16.496181
6113,gunther,33,16.496181
6114,welterweight,33,16.496181
6115,godzilla,33,16.496181
6116,dancer,32,15.996297
6117,choreographer,32,15.996297
6118,netflix,32,15.996297
6119,rays,32,15.996297
6120,signals,32,15.996297
6121,i'll,32,15.996297
6122,architects,32,15.996297
6123,regent,32,15.996297
6124,displays,32,15.996297
6125,there's,32,15.996297
6126,fifty,32,15.996297
6127,hepburn,32,15.996297
6128,inspector,32,15.996297
6129,crucial,32,15.996297
6130,ideal,32,15.996297
6131,abraham,32,15.996297
6132,jessica,32,15.996297
6133,scout,32,15.996297
6134,administrator,32,15.996297
6135,rebecca,32,15.996297
6136,pounds,32,15.996297
6137,trim,32,15.996297
6138,gaining,32,15.996297
6139,swift,32,15.996297
6140,felix,32,15.996297
6141,devoted,32,15.996297
6142,questioned,32,15.996297
6143,hood,32,15.996297
6144,yu,32,15.996297
6145,panels,32,15.996297
6146,actively,32,15.996297
6147,recruitment,32,15.996297
6148,bonds,32,15.996297
6149,requirement,32,15.996297
6150,jo,32,15.996297
6151,stint,32,15.996297
6152,loose,32,15.996297
6153,recover,32,15.996297
6154,incomplete,32,15.996297
6155,drink,32,15.996297
6156,literacy,32,15.996297
6157,mammals,32,15.996297
6158,plc,32,15.996297
6159,cycles,32,15.996297
6160,carved,32,15.996297
6161,chiefs,32,15.996297
6162,burma,32,15.996297
6163,donations,32,15.996297
6164,basement,32,15.996297
6165,disappearance,32,15.996297
6166,opponent,32,15.996297
6167,patron,32,15.996297
6168,uncertain,32,15.996297
6169,diet,32,15.996297
6170,baronet,32,15.996297
6171,designation,32,15.996297
6172,sight,32,15.996297
6173,aerial,32,15.996297
6174,conflicts,32,15.996297
6175,sided,32,15.996297
6176,hub,32,15.996297
6177,alcohol,32,15.996297
6178,breeding,32,15.996297
6179,tend,32,15.996297
6180,composers,32,15.996297
6181,handball,32,15.996297
6182,expense,32,15.996297
6183,retire,32,15.996297
6184,distinguish,32,15.996297
6185,protecting,32,15.996297
6186,legs,32,15.996297
6187,lift,32,15.996297
6188,francesco,32,15.996297
6189,failing,32,15.996297
6190,attitude,32,15.996297
6191,handle,32,15.996297
6192,promised,32,15.996297
6193,vernon,32,15.996297
6194,rebels,32,15.996297
6195,lutheran,32,15.996297
6196,edwin,32,15.996297
6197,flexible,32,15.996297
6198,paying,32,15.996297
6199,advocacy,32,15.996297
6200,treasurer,32,15.996297
6201,enoch,32,15.996297
6202,recruits,32,15.996297
6203,hypoxia,32,15.996297
6204,predominantly,32,15.996297
6205,decrease,32,15.996297
6206,differ,32,15.996297
6207,continuously,32,15.996297
6208,advocated,32,15.996297
6209,bryant,32,15.996297
6210,ceremonial,32,15.996297
6211,atlas,32,15.996297
6212,remembered,32,15.996297
6213,endangered,32,15.996297
6214,managers,32,15.996297
6215,varying,32,15.996297
6216,venezuela,32,15.996297
6217,stem,32,15.996297
6218,feat,32,15.996297
6219,hybrid,32,15.996297
6220,elect,32,15.996297
6221,coordination,32,15.996297
6222,abbey,32,15.996297
6223,relegated,32,15.996297
6224,va,32,15.996297
6225,vega,32,15.996297
